id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,length,width,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids,brand
,,,WaterFarm,1,0,visible,,"<table>  <tr><td valign=top>  <img border=""0"" width=168 height=186 src=""images/waterfarm_complete.jpg""><br>  </td>  <td valign=top>  <span class=heading><strong>WaterFarm&reg; Complete</strong></span><br>  <ul>  <li>4 gallon reservoir  <li>2 gallon growing chamber  <li>Pumping column  <li>Drip ring  <li>Grommet  <li>Drain level tube  <li>Air pump  <li>Clay pebbles  <li>Flora Kit  </ul>  </td></tr>  </table>  <p>  <table>  <tr><td valign=top>  <img border=""0"" width=168 height=186 src=""images/waterfarmmodule.jpg""><br>  </td>  <td valign=top>  <strong><span class=heading>WaterFarm&reg; Module</span><br>  </strong>  <ul>    <li>Reservoir  <li>Growing chamber  <li>Pumping column  <li>Drip ring  <li>Grommet  <li>Drain level tube  </ul>  <p>  <i>For use with controler or alone.</i>  </td></tr>  </table>  <p>  <table>  <tr><td valign=top>  <img border=""0"" width=240 height=229 src=""images/waterfarm_8pack_main.jpg""><br>  </td>  <td valign=top>  <strong><span class=heading>WaterFarm&reg; Controller 8-Pack</span><br>  </strong>  <ul>    <li>4 gallon reservoirs (8)  <li>2 gallon growing chambers (8)  <li>Pumping columns (8)  <li>Drip rings (8)  <li>Drain level tube  <li>Grommet  <li>Dual Diaphragm air pump  <li>13 gallon reservoir  <li>8 gallon controller with float valve  <li>Tees (8)  <li>Elbows (3)  <li>Blue tubing  <li>Flora Kit  </ul>  <p>  </td></tr>  </table>  <p>  <table>  <tr><td valign=top>  <img border=""0"" width=168 height=184 src=""images/Waterfarm_controller.jpg""><br>  </td>  <td valign=top>  <strong><span class=heading>WaterFarm&reg; Controller Complete</span><br>  </strong>  <ul>    <li>Accomodates 8 Farm Modules  <li>13 gallon reservoir with grommet  <li>Fittings  <li>Blue tubing  <li>8 gallon controller with float valve  <li>Tees (7)  <li>2 elbows  <li>Blue tubing  </ul>  </td></tr>  </table>  <p>  <table>  <tr><td valign=top>  <img border=""0"" width=192 height=192 src=""images/waterfarm_texas.jpg""><br>  </td>  <td valign=top>  <strong><span class=heading>WaterFarm&reg; Texas Controller</span><br>  </strong>  <p>    Dimensions: 2 ft W x 2 ft L x 3 in. 6 in. H<br>    Weight: 22lbs  <p>  A series of WaterFarms can be interconnected with a controller supplying nutrient and water automatically to all the units. A 13 gallon master reservoir filled with fresh water and mild nutrient is positioned on top of the float-valve activated 8 gallon controller. As the plants draw nutrient from their individual reservoirs, the controller's level drops, causing the float valve in the controller to open and draw fresh nutrient from the master reservoir. The ideal nutrient level is maintained in all the interconnected units for days or even weeks. The Texas Controller handles up to 16 units.  <p>  Product includes:  <ul>  <li>20 gal reservoir with grommet  <li>Fittings  <li>Blue 1/2 in. tubing  <li>20-gallon controller w/float valve  <li>Fifteen 1/2 in. barbed tees  <li>Two 1/2 in. elbows  </ul>  </td></tr>  </table>  <p>  <table>  <tr><td valign=top>  <img border=""0"" width=168 height=111 src=""images/waterfarm_farmkit.jpg""><br>  </td>  <td valign=top>  <strong><span class=heading>FarmKit</span><br>  </strong>  <p>  <ul>  <li>Drip ring  <li>Pumping column  <li>Drain level tube and clip  <li>Clear air hose  <li>Grommet  </ul>  </td>  </tr>  </table>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,46,46,0,Hydroponic Gardens,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/waterfarm_complete.jpg,,,,,,,,,General Hydroponics
,,,PT Cloner 80,1,0,visible,,"<img border=0 width=114 height=97 src=images/fhd-logo.gif><br>  <ul>  <li>The ultimate growing technique at an economical price.  <li>Provides the perfect combination of humidity and aeration.  <li>Supplies nutrients directly to the root system.  </ul>  <p>    <b>The PT Cloner 80 includes:</b>  <ul>  <li><b>Super B+</b> is a plant growth and bloom additive that contains essential macro elements, chelated micro elements, natural vitamin B1 and our enriched sea kelp solution. Super B+ also helps stimulate the growth of roots on new plants.  <p>  <li><b>Prop-O-Gator Plant Food</b> for roots is known as the ""Secret to a Successful Plant life"". Why? Root mass is the plant's foundation and PlantLife Products'&trade; Prop-O-Gator combines a combination of nutrients with organic matter to accelerate your plants root growth!  <p>  <li><b>QUICKROOT Rooting Enhancer</b> At application, Quick Root's unique formulation surrounds the stem with sustenance it can immediately use. Quick Root's manufacturing process ensures the highly concentrated gel/liquid is evenly dispersed, protecting developing rootlets and plant tissues.    <p>  <li><b>Steam 250 gph pump</b> thermally protected so pump will not burn out if reservoir runs dry. A 60 liter rooting chamber with a easy to assemble ""Mist-Cross Kit"" complete with Aqua Spinners. 80 - 2 in. Neoprene collars for guaranteed results now!  </ul>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,225,225,0,Propagation Supplies,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/clone_pt-80.jpg,,,,,,,,,Future Harvest Development
,,,EZ-Clone,1,0,visible,,"The EZ-Clone is the Cadillac of cloning machines. Units are custom made exclusively for cloning plants. The EZ-Clone comes with custom neoprene collars, high flow-rate irrigation system, external air intake system, leak-resistant lid, deep lid base for easy access, and samples of Anti-Pathogen solution. Each unit has a maximum amount of spray heads put into its custom irrigation system to thoroughly cover your root zone. They have thought of everything including a drain valve with shut-off that will hook up to a standard garden hose. You will not be disappointed with the EZ-Clone machine. Available in 30, 60, and 120 plant systems.  <p>    <b>Standard Features</b>  <ul>  <li>Custom Neoprene Collars  <li>High Flow-Rate Irrigation System  <li>External Air Intake System  <li>Leak Resistant Lid  <li>Deep Lid Base for Easy Access  </ul>  <p>  <b>Product Specifications</b></p>    <p>The EZ-CLONE 30</p>  <table border=""0"" width=""100%"">    <tr>      <td nowrap><b>Tub Type:&nbsp;</b></td>      <td width=""100%"">Custom ABS Plastic</td>    </tr>    <tr>      <td nowrap><b>Tub Capacity:&nbsp;</b></td>        <td width=""100%"">12 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Cutting Capacity:&nbsp;</b></td>      <td width=""100%"">30</td>    </tr>    <tr>        <td nowrap><b>Cutting Medium:&nbsp;</b></td>      <td width=""100%"">Custom Neoprene Collar (included)</td>    </tr>    <tr>      <td nowrap><b>Water Pump Rating:&nbsp;</b></td>      <td width=""100%"">977 gph</td>    </tr>      <tr>      <td nowrap><b>Water Capacity:&nbsp;</b></td>      <td width=""100%"">6 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Optimal Water Temp:</b></td>      <td width=""100%"">75Â° F.</td>      </tr>    <tr>      <td nowrap><b>Optimal Water PH:&nbsp;</b></td>      <td width=""100%"">6.3</td>    </tr>    <tr>      <td nowrap><b>Product Dimensions:</b>&nbsp;&nbsp;</td>        <td width=""100%"">22Â½ x 17 x 15</td>    </tr>    <tr>      <td nowrap><b>Recommended Lighting:&nbsp;&nbsp;</b></td>      <td width=""100%"">Dual Overhead Florescent or Natural</td>    </tr>  </table>  <p>&nbsp;<br>    The EZ-CLONE 60</p>  <table border=""0"" width=""100%"">    <tr>      <td nowrap><b>Tub Type:&nbsp;</b></td>      <td width=""100%"">Custom ABS Plastic</td>    </tr>    <tr>      <td nowrap><b>Tub Capacity:&nbsp;</b></td>        <td width=""100%"">16 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Cutting Capacity:&nbsp;</b></td>      <td width=""100%"">60</td>    </tr>    <tr>        <td nowrap><b>Cutting Medium:&nbsp;</b></td>      <td width=""100%"">Custom Neoprene Collar (included)</td>    </tr>    <tr>      <td nowrap><b>Water Pump Rating:&nbsp;</b></td>      <td width=""100%"">1057 gph</td>    </tr>      <tr>      <td nowrap><b>Water Capacity:&nbsp;</b></td>      <td width=""100%"">8 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Optimal Water Temp:</b></td>      <td width=""100%"">75Â° F.</td>      </tr>    <tr>      <td nowrap><b>Optimal Water PH:&nbsp;</b></td>      <td width=""100%"">6.3</td>    </tr>    <tr>      <td nowrap><b>Product Dimensions:</b>&nbsp;&nbsp;</td>        <td width=""100%"">32Â½ x 19Â½ x 15</td>    </tr>    <tr>      <td nowrap><b>Recommended Lighting:&nbsp;&nbsp;</b></td>      <td width=""100%"">Dual Overhead Florescent or Natural</td>    </tr>  </table>  <p>&nbsp;<br>    The EZ-CLONE 120</p>  <table border=""0"" width=""100%"">    <tr>      <td nowrap><b>Tub Type:&nbsp;</b></td>      <td width=""100%"">Custom ABS Plastic</td>    </tr>    <tr>      <td nowrap><b>Tub Capacity:&nbsp;</b></td>        <td width=""100%"">22 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Cutting Capacity:&nbsp;</b></td>      <td width=""100%"">120</td>    </tr>    <tr>        <td nowrap><b>Cutting Medium:&nbsp;</b></td>      <td width=""100%"">Custom Neoprene Collar (included)</td>    </tr>    <tr>      <td nowrap><b>Water Pump Rating:&nbsp;</b></td>      <td width=""100%"">1327 gph</td>    </tr>      <tr>      <td nowrap><b>Water Capacity:&nbsp;</b></td>      <td width=""100%"">11 gal. US (approx.)</td>    </tr>    <tr>      <td nowrap><b>Optimal Water Temp:</b></td>      <td width=""100%"">75Â° F.</td>      </tr>    <tr>      <td nowrap><b>Optimal Water PH:&nbsp;</b></td>      <td width=""100%"">6.3</td>    </tr>    <tr>      <td nowrap><b>Product Dimensions:</b>&nbsp;&nbsp;</td>        <td width=""100%"">43Â½ x 24 x 15</td>    </tr>    <tr>      <td nowrap><b>Recommended Lighting:&nbsp;&nbsp;</b></td>      <td width=""100%"">Dual Overhead Florescent or Natural</td>    </tr>  </table>",,,taxable,standard,1,notify,1,0,0,0,0,0,Thank you for your purchase!,309.95,309.95,0,Propagation Supplies,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/ez_clone.jpg,,,,,,,,,EZ-Clone
,,,Ebb & Grow Monster,1,0,visible,,"<p>A new addition to the C.A.P. Ebb & Gro line up, the Ebb Monster breaks all the rules and brings a whole new dimension in plant size. The Ebb Monster 6 Pot System comes complete with a   <li>55 Gallon Reservoir and the   <li>Ebb Monster Controller Module to control the fill and drain cycles.   <li>6- Five Gallon Bucket sets with   <li> 3/4â€ tubing and all fittings necessary for 6 pots  <p>The entire system is expandable up to 12 sites when purchasing the EBB Monster 3 Pot Expansions. You can also build your own Monster system with the EBB Monster Controller Module available separately! All the functionality you have come to trust in a much larger package, with much larger results..",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,699.95,699.95,0,Hydroponic Gardens,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/the-monster.jpg,,,,,,,,,R&M Supply
,,,Ultragrow Switchable Magnetic Ballast,1,0,visible,,"<li>Simply the best garden light ballast on the market features a MULTIVOLT power receptacle easily allowing the use of either 120 volt or 240 volt power.   <li>The Ultragrow Switchable remote ballast is the most technically innovative unit on the market today. The superior design and engineering of the Ultragrow ballast provides performance that no other ballast unit can match.  <li> Convection cooling reduces component temperatures by up to 20Â° C and allows for cool, quiet operation. Cooler component temperatures are vital for component performance and extended product life also reduces lumen depreciation. The result is a premium system.  <li> The Ultragrowâ„¢ is simple to use and can be matched up with any of our high performance reflector systems which are specifically tailored for horticultural production.  <p>  Dimensions: 7 3/4 in. tall, 8 in. wide, 13.5 in. long  <ul>  <li>Powder coated aluminum housing  <li>Able to mount on walls and ceilings using eyeholes  <li>Air vents and heat shield convection cooling keep heat away  <li>Extremely effi cient; saves energy  <li>Rubber feet reduce noise and vibration  <li>Constant wattage output; no lamp fl ickering  <li>Soft starting increases lamp life and reduces lumen depreciation  </ul>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,159.99,159.99,0,Grow Lights Ballast > Magnetic Ballasts,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/ultragrow_ballast.jpg,,,,,,,,,Ultragrow
,,,EasyCool 6 Reflector A/C 6 in. with Gasket Seals & Safety lens,1,0,visible,,"The EasyCool 6 is a mid-sized reflector with MAXIMUM performance. The EasyCool 6 features built in 6 in. cooling flanges and an innovative hinged and gasketed tempered glass lens. The EasyCool 6 hinged lens allows for simple and easy access to the lamp, and the airtight gasket completely seals the unit for maximum cooling capabilities and CO2 enrichment. The reflective insert is high efficiency 95% reflective textured aluminum. The heavy duty housing features sturdy steel construction and a durable white finish.  <p>  <b>Dimensions: 18 in. long, 15 in. wide, 7.5 in. deep</b>",,,taxable,standard,1,notify,1,20,24,24,12,0,Thank you for your purchase!,139,139,100,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/EasyCool6TriPic.jpg,,,,,,,,,High-Yield Lighting
,,,EasyCool 8 Reflector A/C 8 in. with Gasket Seals & Safety Lens,1,0,visible,,"The EASYCOOL 8 horizontal reflector features built in 8 in. cooling flanges, adjustable socket and an innovative latched, hinged and gasketed tempered glass lens. the EASYCOOL 8 hinged lens and easy open/close latches allow for simple and easy access to the lamp. The airtight gasket completely seals the unit for maximum coolong capabilities and CO2 enrichment. The adjustable socket bracket allows for a tighter or wider light beam for the customization of the light spread over different sized gardens. The reflective insert is high efficiency 95% reflective textured aluminum. The heavy duty housing features sturdy steel construction and a durable white finish.  <p>  <b>Dimensions: 18Â½ in. long, 20Â¾ in. wide, 10 in. deep</b>",,,taxable,standard,1,notify,1,20,24,24,12,0,Thank you for your purchase!,159,159,100,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/EasyCool8.jpg,,,,,,,,,High-Yield Lighting
,,,QuadRay,1,0,visible,,"The QuadRay horizontal Reflector has been designed to maximize light reflection and dispersal. The multi-faceted reflector design ensures an even distribution of light over the entire growing area. Its lightweight construction features nine highly reflective (95%+) textured aluminum panels for unsurpassed reflectivity and light dispersal. Its square design is excellent for any 4ft x 4ft to a 6ft x 6ft garden and is perfect for use over top of ebb and flow tables. An adjustable socket bracket allows for precise adjustment allowing for either a wider or tighter light beam spread over the entire garden. Accepts all lamp types, (except BT-37).  <p>  (Does not include socket/cord)",,,taxable,standard,1,notify,1,0,14,22,8,0,Thank you for your purchase!,89.95,89.95,0,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/quadray.jpg,,,,,,,,,High-Yield Lighting
,,,SunSoaker,1,0,visible,,"The SunSoaker is a large horizontal reflector featuring an ""umbrella"" type design. The SunSoaker features reflective panels made completely of high efficiency 95% reflective textured aluminum - which is more reflective and durable than painted white panels. An adjustable socket bracket allows centering of the lamp for proper light dispersal over a very large area.  <p>  Dimensions: 48 in. long, 48 in. wide, 11 in. deep  <p>  <b>The Mini SunSoaker</b><br>  Dimensions: 24 in. long, 24 in. wide, 11 in. deep  <p>  (Does not include socket/cord)",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,69,69,0,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/SunSoaker.jpg,,,,,,,,,High-Yield Lighting
,,,SuperNova,1,0,visible,,"The SuperNova has added more 95% textured aluminum reflector material to its interior, improving the performance of an already efficient reflector.  <p>  The SUPERNOVA is a high performance, glass enclosed, air-coolable, super efficient, mid-sized reflector. The SUPERNOVA reflector features sturdy steel construction and a high efficiency 95% reflective textured aluminum reflector insert for excellent light distribution without hot-spots. The SUPERNOVA comes with louvered cooling outlets for standard operation; these may be replaced with the optional 4 in. forced air cooling flange fittings. The SUPERNOVA comes standard with a tempered glass lens.  <p>  <b>Features:</b>  <ul>  <li>Sturdy steel construction, durable white finish  <li>High efficiency 95% reflective textured Aluminum reflector  <li>Tempered safety glass included.  <li>Removable louvered cooling outlets for standard operation  <li>Optional 4 in. air cooled flange fittings  <li>Heavy-duty chrome ""V"" hangers are included  <li>Accommodates all HPS lamps and MH lamps (BT37 max)  </ul>  <p>  <b>Dimensions: 6.5 in. tall, 20 in. long, 15&frac34; wide</b>  <p>  (Does not include socket/cord)",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,89.95,89.95,0,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/SuperNova.jpg,,,,,,,,,High-Yield Lighting
,,,Ultragrow LightWing Reflector,1,0,visible,,"The LightWing is is LARGE and in CHARGE! Made from highly reflective (95%+ reflective) polished aluminum this reflector will not rust, corrode, chip or discolor. The Lightwing Reflector is built to last a lifetime. It combines the high reflectivity of the mirror like finish of the polished aluminum with the excellent light dispersal qualities of a dimpled or hammertoned surface. This is simply the BEST material to use for H.I.D. lighting reflectors. The horizontal configuration delivers the maximum amount of light over the entire garden. Hammertoned surface eliminates ""hotspots"" and ensures lush, even plant growth. Ships with 15` cord (industry standard plug) and socket set NO Assembley required-No sockets or cords to purchase.  <p>  <b>Dimensions: 6 in. tall, 19 in. long, 16Â½ in. wide</b>",,,taxable,standard,1,notify,1,0,12,12,12,0,Thank you for your purchase!,48.95,48.95,0,Grow Lights Ballast > Reflectors,,,,,,,http://hmoonhydroponics.com/wp-content/uploads/2019/08/lightwing.jpg,,,,,,,,,Ultragrow
