ID,Title,Content,Excerpt,Date,"Post Type",Permalink
13242,Hydro-Deuce,"<b>0-0-22</b>  <br><br>  brings the power of the H.N. natural line to your hydro system. The high quality potassium used in our Deuce Deuce is now formulated in a lower viscosity (thickness) allowing this award winning formula to function without issue in your pumps and reservoirs. Potassium is the great equalizer in plants, ensuring that numerous chemical interactions take place. Hydro Deuce has been crafted by the Humboldt Nutrients team using a specific ratio and grade of potash which allows more complete absorption of potassium into your plants.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hydro-deuce/
13243,"Royal Flush","supercharges the flushing process grabbing-up and binding together undesirable salts and heavy minerals. The Royal Flush then strips these larger particles out of your plant through the plant’s vascular system, leaving behind sugars and strong flavors.It’s as simple as this; imagine that your plant is composed of water, sugars and salts. If you flush out the salts and dry out the water, you’re left with delicious and aromatic sugars, and sugars rule the natural world.Try Humboldt Nutrients Royal Flush today and experience the difference between a flush, and a Royal Flush with a clean, sweet finish",,"September 3, 2019",product,http://hmoonhydroponics.com/product/royal-flush/
13244,Ginormous,"<b>0-18-6</b>

Through extensive research and development, the Humboldt Nutrients teams of agronomists and chemists have created Ginormous (0-18-16), the freshest and finest super-bloom booster available. Ginormous was specifically formulated to help your favorite plants yield the largest fruits, higher brix levels and better aromas. Ginormous is free of any harmful hormones and is 100% bio-degradable. Using naturally derived premium ingredients, macro and micro elements and carbohydrates, this unique formula will assist in the highest level of crop performance during their critical blooming stage. Ginormous is different from the competing synthetic chelated bloom boosters. Synthetic chelates can raise the salt-index in a biochemical system and raise the potential for salt build-up and toxicity.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/ginormous/
13245,"Grow Natural","<b><i>3-1-3</i></b>

<b>HUMBOLDT NUTRIENTS Grow Natural</b> is an ultra-concentrated organic grow formula designed to give your plants the balanced nutrition needed during the vegetation and flowering period.

<b>Grow Natural</b> is made using the finest and freshest organic ingredients available anywhere. None of our products are imported from overseas making our prices affordable to the consumer.

The base ingredients in <b>Grow Natural</b> will promote and facilitate the growth of beneficial bacteria and fungi in your growing media.

The use of <b>Grow Natural</b> promotes full flavors, aromas, and beautiful bouquets, only obtained by the use of the rich and pure organic ingredients provided by <b>HUMBOLDT NUTRIENTS</b>.

<b>DIRECTIONS:</b>

Use 2-3 mL per Liter of water, feed at regular intervals. Follow feeding schedule guidelines provided by <b>HUMBOLDT NUTRIENTS.</b> <b>GUARANTEED ANALYSIS:</b>
<ul>
 	<li>3.00% Total Nitrogen (N)</li>
 	<li>0.50% Ammoniacal Nitrogen</li>
 	<li>1.5% Water Soluble Organic Nitrogen</li>
 	<li>1.00% Water In-Soluble Nitrogen</li>
 	<li>1.00% Available Phosphoric Acid (P2O)</li>
 	<li>3.00% Soluble Potash (K2O)</li>
</ul>
DERIVED FROM: <i>Ocean Fish, Seaplant Extract, Cane Molasses, Yucca Schidigera, Bentonite, and Krill Extract.</i>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/grow-natural/
13246,"Bloom Natural","<b><i>0-10-0</i></b>  <br><br>  <b>HUMBOLDT NUTRIENTS Bloom Natural</b> is an ultra-concentrated organic bloom formula designed to give your plants the large phosphorus and calcium boost needed during the flowering period.  <p>  <b>Bloom Natural</b> induces an immediate flowering response in flowering plants, encouraging multiple flowering sites.  <p>  The use of <b>Bloom Natural</b> promotes full flavors, aromas, and beautiful bouquets, only obtained by the use of the richest organics provided by <b>HUMBOLDT NUTRIENTS</b>.    <p>  <b>DIRECTIONS:</b>  <p>  Mix 5-15 mL per gallon of water. Follow feeding schedule guidelines provided by HUMBOLDT NUTRIENTS  <b>GUARANTEED ANALYSIS:</b>  <ul>  <li>10.00% Available Phosphate (P2O5)  <li>10.00% Calcium (Ca)  </ul>  <p>  DERIVED FROM: <i>Soft Rock Phosphate, and Kelp.</i>",,"September 3, 2019",product,http://hmoonhydroponics.com/product/bloom-natural/
13247,Hum-Bolt,"<b><i>Liquid Humic Concentrate -- 8%</i></b>

<b>HUM-BOLT</b> humic acid promotes high ion exchange capabilities, stimulates plant enzymes, beneficial organisms and acts as an organic catalyst. <b>HUM-BOLT</b> promotes the conversion of elements into forms more readily available to the plants.

<b>DIRECTIONS:</b>

Add 1-5 mL per gallon of water or nutrient solution.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/hum-bolt/
13248,Flavor-Ful,"<b><i>Liquid Fulvic Acid Concentrate -- 8%</i></b>

<b>Fulvic acid</b> is comprised of a long chain of organic carboxyl and polyhydroxide acids. This organic complex molecule is very active with many open rings, giving it a large capacity to hold and exchange nutritive cations and anions. This will enhance cell wall permeability through the root and leaf systems. Increases negatively charged colloidal particles capable of holding and exchanging cations.

<b>DIRECTIONS:</b>

Add 1-5 mL per gallon of water or nutrient solution.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/flavor-ful/
13249,"Verde Growth Catalyst","Lush, green colors and vigorous growth are what you can expect from your plants after using this product.Verde is an organically based one-part ""Grow"" for hydroponic or soil crops. Verde will increase root structure and chlorophyll levels.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/verde-growth-catalyst/
13250,"Oneness 5-9-4","Through extensive research and development, the Humboldt Nutrients team of agronomists and chemists have created the first naturally chelated one-part formula on the market. Oneness (5-9-4) is Humboldt Nutrients own unique blend of plant-based amino and organic acid chelates, concentrated in a solution with complex carbohydrates, macro and micro-nutrients; all of which are naturally found in healthy soil and vegetation. Oneness is the perfect solution for the beginning gardener, looking for experienced results. Formulated with over 30 proprietary natural chelates, Oneness assures that your fruits, vegetables, and herbs will receive adequate nutrition during the vegetative and flowering stages. Oneness is 100% bio-degradable and made with chelates derived only from natural sources, setting Oneness apart from the competing synthetic chelated one-part formulas. Synthetic chelates can raise the salt-index in a biochemical system, choking out all biological activity.

<b>DERIVED FROM: </b>

Ammonium nitrate, Ammonium phosphate, Potassium phosphate, Potassium nitrate, Magnesium sulfate, Boric Acid, Copper sulfate, Ferrous sulfate, Manganese sulfate and Zinc sulfate.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/oneness-5-9-4/
13251,"Mayan Microzyme","<b><i>Bacterial-Enzymatic Complex with Biological Nitrogen Fixation (BNF)</i></b>

<b>Mayan MicroZyme</b> is a 100% organic and ecologically safe bacterial-enzymatic complex with 24 species of soil microorganisms that will increase fertility while providing vital nutrients to all types of plants and crops.

<b>Mayan MicroZyme</b> (MMZ) mineralizes nutrients; produces nitrogen, natural antibiotics and plant growth hormones; regulates nitrogen; builds soil organic matter; suppresses soil and plant pathogens; and improves fertility, yields, and nutrient availability and uptake.

The micro-organisms in this concentrate are dormant with a long shelf life because of the micro-encapsulating solution. When the concentrate is diluted in water and aerated, the micro-encapsulation dissolves and the micro-organism populations become active and increase in number.

<b>DIRECTIONS:</b>

<b>STEP 1: FERMENTATION </b>

Dilute 2 fluid ounces of Mayan MicroZyme CONCENTRATE per gallon of NON-CHLORINATED water. Add 5 Tablespoons of molasses, sugar or complex carbohydrates to mixture for every 2 ounces of concentrate. Aerate/agitate for 3 to 7 days in a bucket, compost tea brewer, or reservoir. For shorter activation time, maintain water temperature at 80 degrees.

<b>STEP 2:</b> DILUTION RATES for APPLICATION

<b>SOIL:</b> Add 1 gallon of Mayan MicroZyme <b>fermented</b> mixture (step 1) to every 30 gallons in nutrient reservoir <b>OR undiluted fermented mixture</b> can be sprayed directly on the soil surface immediately preceding irrigation with fertilizers.

<b>HYDROPONIC:</b> Add 1 gallon of MMZ <b>fermented</b> mixture (step 1) to every 30 gallons of nutrient reservoir.

<b>HYDROPONIC EBB and FLOW SYSTEMS:</b> Add 2 mL of <b>straight concentrate</b> from bottle (DO NOT DILUTE) per gallon to the reservoir in the ebb and flow system.

<b>FOLIAR SPRAY:</b> As a mold and pathogenic preventative, spray <b>fermented</b> mixture (step 1) onto the leaves until runoff occurs. Be sure spraying device is clean. Apply once a week in vegetative stage and first two weeks in bloom.

<b>Content in colonies per milliliter:</b>

Plate count of aerobic bacteria and anerobic bacteria: a minimum of 300,000 CFU/mL for each.

<b>Microorganisms:</b>

<b>Primary:</b> Azotobacter vinelandii and Clostridium pasteurianum.

<b>Secondary:</b> Microorganism groups selected for their transformation of nitrogen, phosphorus, potassium, secondary and micronutrients and for their production of natural antibiotics and plant growth hormones.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/mayan-microzyme/
13252,Prozyme,"<b><i>Enzymatic Concentrate</i></b>

<b>PROZYME</b> is made up of over 80 different enzymes, in a concentrated form. The enzymes present in PROZYME will break down dead root mass, starches, carbohydrates and nutrients to make them readily available to the plant. PROZYME will encourage the development of beneficial bacteria and catalyze water and elements.

<b>DIRECTIONS:</b>

Add 5-10 mL per gallon of water or nutrient solution.",,"September 3, 2019",product,http://hmoonhydroponics.com/product/prozyme/
13253,"Myco Madness Soluble","<b>Myco Madness</b> contains a bio-stimulant package, 18 mycorrhizal species, 19 beneficial bacteria and 2 <i>Trichoderma</i> species well-suited to a variety of media, soil conditions, climates, and plants.

<b>Myco Madness</b> contains mycorrhizal fungi that colonize plant roots and extend the root system into the surrounding media, greatly enhancing the absorptive surface area of root systems.

<b>Myco Madness</b> helps in forming an essential link between the plant roots, organic matter, and fertilizers of all types. Also included is a specially formulated natural root biostimulant.

<b>Myco Madness</b> helps plants enjoy improved nutrient and water uptake, enhanced disease resistance, and superior field performance.

<b>Humboldt Nutrients, LLC</b> employed one of the leading mycologists in mycorrhizae studies to help in the formulation of this yield- and quality-enhancing product. Many university studies have proven the superiority of products created by this mycologist.

<b>DIRECTIONS:</b>

<b>Soil Application:</b> Mix 0.50 tsp per 1 gallon of non-chlorinated water. Use as a soil drench in porous media. Apply during vegetative stage and for the first two weeks in bloom stage.

<b>Hydroponics Application: </b>

<b>Drain to Waste:</b> Mix 0.50 tsp per 1 gallon of reservoir water. Use non-chlorinated water when using Myco Madness. Apply during vegetative stage and for the first two weeks in bloom stage.

<b>Recirculating system: </b> Mix 0.50 tsp per 1 gallon with each nutrient change during the vegetative stage and for the first two weeks in bloom stage. Use non-chlorinated water when using Myco Madness.

<b>GUARANTEED ANALYSIS:</b>

<b>Also Contains NON-PLANT FOOD INGREDIENTS</b>
<ul>
 	<li>25% Kelp meal</li>
 	<li>10% Vitamin C</li>
 	<li>3% Glycine</li>
 	<li>1.5% Vitamin B1</li>
 	<li>33% Humic Acids</li>
</ul>
<b>Mycorrhizae</b> [<i>Glomus intraadices, G. mosseac, G. aggregatum, G. etunicatum</i> (7.9 prop/cc each), <i>G.deserticola, G. monosporum, G.clarum, G. brasilianum, Gigaspora margarita</i> (7.5 prop/cc divided equally), <i>Rhizopogon villsullus, R. lutocolus, R. amylopogon, R. fulvigleba</i> (125,000 prop/cc each), <i>Pisolithus tinctorius</i> (750,000 prop/cc), <i>Suillus granulatus and Suillus punctatapies</i> (156,250 prop/cc each), <i>Laccaria bicolor and Laccaria laccata</i> (50,000 prop/cc each)];

<b>Bacteria</b> [<i>Bacillus subtillus, B. licheniformis, B. azotoformans, B. megaterium, B. coagulans, B. Pumlis, B. Therengiensis, B. stearothermiphilis, Paenibacillus polymyxa, P. gordonae, P. durum, Azotobacter polymyxa, A. chroococcum, Sacchromyces cervisiae, Streptomyces griseuses, S. lydicus, Pseudomonas aureofacceans, P. florescence, Deinococcus erythromya</i> (658,000 cfu each/lb.); ""Fermentation byproducts of <i>Trichoderma spp</i>"")",,"September 3, 2019",product,http://hmoonhydroponics.com/product/myco-madness-soluble/
