Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Weight Unit,Cost per item,Status
b-cuzz-bio-nrg-bloom-c-1l,B'Cuzz BIO-NRG Bloom-C 1L,"B'Cuzz BIO-NRG Bloom-C 1L by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh00257,1361,shopify,0,continue,manual,16.70,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/nig_bloom-c.jpg,1,B'Cuzz BIO-NRG Bloom-C 1L,FALSE,B'Cuzz BIO-NRG Bloom-C 1L,,lb,,active
b-cuzz-bio-nrg-flavor-c,B'Cuzz BIO-NRG Flavor-C,"B'Cuzz BIO-NRG Flavor-C by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh00259,1361,shopify,0,continue,manual,16.70,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/nrg_flavor.jpg,,B'Cuzz BIO-NRG Flavor-C,FALSE,B'Cuzz BIO-NRG Flavor-C,,lb,,active
b-cuzz-bio-nrg-flavor-c,,,,,,,TRUE,Size,5 L,,,,,hmh00260,6804,shopify,0,continue,manual,67.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/nrg_flavor.jpg,,,FALSE,,,lb,,active
b-cuzz-bio-nrg-growth-c-1l,B'Cuzz BIO-NRG Growth-C 1L,"B'Cuzz BIO-NRG Growth-C 1L by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh00261,1361,shopify,0,continue,manual,16.70,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/nrg_growthc.jpg,1,B'Cuzz BIO-NRG Growth-C 1L,FALSE,B'Cuzz BIO-NRG Growth-C 1L,,lb,,active
b-cuzz-bloom-12oz,B'Cuzz Bloom 12oz,"B'Cuzz Bloom 12oz by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:BCuzz",TRUE,Size,12 oz,,,,,1058,205931,shopify,5,deny,manual,21.51,,TRUE,TRUE,0691111669475,https://hmoonhydro.com/wp-content/uploads/2019/08/bloom.jpg,,B'Cuzz Bloom 12oz,FALSE,B'Cuzz Bloom 12oz,,lb,12.14,active
b-cuzz-bloom-stimulator-12oz,B'Cuzz Bloom Stimulator - 12oz,"B'Cuzz Bloom Stimulator - 12oz by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,12 oz,,,,,hmh00273,454,shopify,0,continue,manual,22.00,,TRUE,TRUE,0691111669475,https://hmoonhydro.com/wp-content/uploads/2019/08/bloom.jpg,1,B'Cuzz Bloom Stimulator - 12oz,FALSE,B'Cuzz Bloom Stimulator - 12oz,,lb,12.14,active
b-cuzz-coco-nutrition-componet-a,B'Cuzz CoCo Nutrition Componet A,"B'Cuzz CoCo Nutrition Componet A by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh01226,1361,shopify,0,continue,manual,16.10,,TRUE,TRUE,0069164632359,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-coco-a-b.jpg,,B'Cuzz CoCo Nutrition Componet A,FALSE,B'Cuzz CoCo Nutrition Componet A,,lb,8.05,active
b-cuzz-coco-nutrition-componet-a,,,,,,,TRUE,Size,5 L,,,,,hmh01228,1361,shopify,0,continue,manual,65.50,,TRUE,TRUE,0069164632359,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-coco-a-b.jpg,,,FALSE,,,lb,8.05,active
b-cuzz-coco-nutrition-componet-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/dec8d147__bcuzz-coco-a-b.jpg?v=1766351256,2,B'Cuzz CoCo Nutrition Componet A,,,,,,
b-cuzz-coco-nutrition-componet-b,B'Cuzz CoCo Nutrition Componet B,"B'Cuzz CoCo Nutrition Componet B by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh01227,6804,shopify,0,continue,manual,16.10,,TRUE,TRUE,0069164632359,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-coco-a-b.jpg,,B'Cuzz CoCo Nutrition Componet B,FALSE,B'Cuzz CoCo Nutrition Componet B,,lb,8.05,active
b-cuzz-coco-nutrition-componet-b,,,,,,,TRUE,Size,5 L,,,,,hmh01229,6804,shopify,0,continue,manual,65.50,,TRUE,TRUE,0069164632359,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-coco-a-b.jpg,,,FALSE,,,lb,8.05,active
b-cuzz-coco-nutrition-componet-b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/dec8d147__bcuzz-coco-a-b.jpg?v=1766351256,2,B'Cuzz CoCo Nutrition Componet B,,,,,,
b-cuzz-grow-12oz,B'Cuzz Grow 12oz,"B'Cuzz Grow 12oz by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:BCuzz",TRUE,Size,12 oz,,,,,1055,0,shopify,7,deny,manual,21.51,,TRUE,TRUE,0691111669435,https://hmoonhydro.com/wp-content/uploads/2023/03/airoclean420-airo-50xl-grow-room-air-purifier-256_grande-1200x1200.webp,,B'Cuzz Grow 12oz,FALSE,B'Cuzz Grow 12oz,,lb,11.03,active
b-cuzz-growth-stimulator-12oz,B'Cuzz Growth Stimulator - 12oz,"B'Cuzz Growth Stimulator - 12oz by is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",,,nutrients,"catalog_index; nutrients, brand:BCuzz",TRUE,Size,12 oz,,,,,hmh00276,454,shopify,0,continue,manual,22.00,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/grow.jpg,1,B'Cuzz Growth Stimulator - 12oz,FALSE,B'Cuzz Growth Stimulator - 12oz,,lb,,active
b-cuzz-hydro-a,B'Cuzz Hydro A,"B'Cuzz Hydro Nutrients are composed of the purest raw materials with elements of Food Grade quality. B'Cuzz Hydro Nutrients are entirely tailored to hydroponic substrate. Maximum growing output is achieved in this manner. B’Cuzz Hydro Nutrition has outperformed in coco substrate as well. B'Cuzz Hydro Nutrients are designed to work specifically in hydroponic applications. However, experienced growers requiring an aggressive feeding regime in other substrate will expereinece great results with B’Cuzz Hydro Nutrients. All growers will experience best results with B'Cuzz Hydro Nutrients when growing in B’Cuzz Roxx stonewool blocks, BiMatrix Slabs, B’Cuzz Kubz, B’Cuzz Grow Rokz, and any other circulating systems. To ensure best results use B'Cuzz stimulants in conjunction with B'Cuzz Hydro Nutrients. Equal portions of A, then B are used continuously throughout out the plants life. The addition of PK1314 or Tabzz modifies the Hydro A and Hydro B formula into a bloom formula. Derived from: <ul> <li>Calcium Nitrate</li> <li>Ammonium Nitrate</li> <li>Magnesium Nitrate</li> <li>Potassium Hydroxide</li> </ul> PPM: 700 - 1400 EC 5.5 - 6.3 HYDRO A NPK : 4 - 0 - 4 HYDRO B NPK: 0 - 4 - 6 <b>SHAKE WELL BEFORE USE</b>",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh00263,1134,shopify,0,continue,manual,16.10,,TRUE,TRUE,0666884701978,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,B'Cuzz Hydro A,FALSE,B'Cuzz Hydro A,B'Cuzz Hydro Nutrients are composed of the purest raw materials with elements of Food Grade quality. B'Cuzz Hydro Nutrients are entirely tailored to hydroponic,lb,8.05,active
b-cuzz-hydro-a,,,,,,,TRUE,Size,5 L,,,,,hmh00264,5897,shopify,0,continue,manual,51.50,,TRUE,TRUE,0666884701978,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,,FALSE,,,lb,8.05,active
b-cuzz-hydro-a,,,,,,,TRUE,Size,10 Liter,,,,,1202,0,shopify,0,continue,manual,89.95,,TRUE,TRUE,44464645342242333,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,,FALSE,,,lb,50.00,active
b-cuzz-hydro-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/b36f654b__bcuzz-booster-pack.jpg?v=1766351253,2,B'Cuzz Hydro A,,,,,,
b-cuzz-hydro-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/dec8d147__bcuzz-coco-a-b.jpg?v=1766351256,3,B'Cuzz Hydro A,,,,,,
b-cuzz-hydro-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/95dd6201__bcuzz_blocks.jpg?v=1766351259,4,B'Cuzz Hydro A,,,,,,
b-cuzz-hydro-a,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8541ee28__bcuzz_bounce.jpg?v=1766351262,5,B'Cuzz Hydro A,,,,,,
b-cuzz-hydro-b,B'Cuzz Hydro B,"B'Cuzz Hydro Nutrients are composed of the purest raw materials with elements of Food Grade quality. B'Cuzz Hydro Nutrients are entirely tailored to hydroponic substrate. Maximum growing output is achieved in this manner. B’Cuzz Hydro Nutrition has outperformed in coco substrate as well. B'Cuzz Hydro Nutrients are designed to work specifically in hydroponic applications. However, experienced growers requiring an aggressive feeding regime in other substrate will expereinece great results with B’Cuzz Hydro Nutrients. All growers will experience best results with B'Cuzz Hydro Nutrients when growing in B’Cuzz Roxx stonewool blocks, BiMatrix Slabs, B’Cuzz Kubz, B’Cuzz Grow Rokz, and any other circulating systems. To ensure best results use B'Cuzz stimulants in conjunction with B'Cuzz Hydro Nutrients. Equal portions of A, then B are used continuously throughout out the plants life. The addition of PK1314 or Tabzz modifies the Hydro A and Hydro B formula into a bloom formula. Derived from: <ul> <li>Calcium Nitrate</li> <li>Ammonium Nitrate</li> <li>Magnesium Nitrate</li> <li>Potassium Hydroxide</li> </ul> PPM: 700 - 1400 EC 5.5 - 6.3 HYDRO A NPK : 4 - 0 - 4 HYDRO B NPK: 0 - 4 - 6 <b>SHAKE WELL BEFORE USE</b>",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:BCuzz",TRUE,Size,1 L,,,,,hmh00265,1134,shopify,0,continue,manual,16.10,,TRUE,TRUE,0666884701978,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,B'Cuzz Hydro B,FALSE,B'Cuzz Hydro B,B'Cuzz Hydro Nutrients are composed of the purest raw materials with elements of Food Grade quality. B'Cuzz Hydro Nutrients are entirely tailored to hydroponic,lb,8.05,active
b-cuzz-hydro-b,,,,,,,TRUE,Size,5 L,,,,,hmh00266,5897,shopify,0,continue,manual,51.50,,TRUE,TRUE,0666884701978,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,,FALSE,,,lb,8.05,active
b-cuzz-hydro-b,,,,,,,TRUE,Size,10 liter,,,,,1203,0,shopify,0,continue,manual,89.95,,TRUE,TRUE,121132446357485786,https://hmoonhydro.com/wp-content/uploads/2019/08/hydro.jpg,,,FALSE,,,lb,50.00,active
b-cuzz-hydro-b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/b36f654b__bcuzz-booster-pack.jpg?v=1766351253,2,B'Cuzz Hydro B,,,,,,
b-cuzz-hydro-b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/dec8d147__bcuzz-coco-a-b.jpg?v=1766351256,3,B'Cuzz Hydro B,,,,,,
b-cuzz-hydro-b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/95dd6201__bcuzz_blocks.jpg?v=1766351259,4,B'Cuzz Hydro B,,,,,,
b-cuzz-hydro-b,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/8541ee28__bcuzz_bounce.jpg?v=1766351262,5,B'Cuzz Hydro B,,,,,,
better-bloom,Better Bloom,"Better Bloom by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:Better Bloom",TRUE,Size,2 kg,,,,,hmh00301,2041,shopify,0,deny,manual,56.40,,TRUE,TRUE,0692236000819,https://hmoonhydro.com/wp-content/uploads/2019/08/betterbloom.jpg,,Better Bloom,FALSE,Better Bloom,,lb,28.84,active
better-bloom,,,,,,,TRUE,Size,10 kg,,,,,hmh00302,10433,shopify,3,deny,manual,239.49,,TRUE,TRUE,0692236000826,https://hmoonhydro.com/wp-content/uploads/2019/08/betterbloom.jpg,,,FALSE,,,lb,100.42,active
better-bloom,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/56d280f3__Better-Bloom-2kg_001.jpg?v=1766351265,2,Better Bloom,,,,,,
better-bloom,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/70cede81__Better-Bloom.jpg?v=1766351268,3,Better Bloom,,,,,,
big-bud,Big Bud,"Big Bud by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Advanced Nutrients,,nutrients,"nutrients, catalog_index; nutrients, brand:Advanced Nutrients",TRUE,Size,130 G,,,,,227,0,shopify,1,deny,manual,26.98,,TRUE,TRUE,0845268003147,https://www.advancednutrients.com/wp-content/uploads/2022/06/Big-Bud-Liquid-1L-Advanced-Nutrients.png,,Big Bud,FALSE,Big Bud,,lb,13.38,active
big-bud,,,,,,,TRUE,Size,1 Lt,,,,,231,0,shopify,0,deny,manual,45.67,,TRUE,TRUE,0845268001846,https://www.advancednutrients.com/wp-content/uploads/2022/06/Big-Bud-Liquid-1L-Advanced-Nutrients.png,,,FALSE,,,lb,20.81,active
big-bud,,,,,,,TRUE,Size,4 Lt,,,,,232,0,shopify,5,deny,manual,150.90,,TRUE,TRUE,0845268001853,https://www.advancednutrients.com/wp-content/uploads/2022/06/Big-Bud-Liquid-1L-Advanced-Nutrients.png,,,FALSE,,,lb,75.49,active
big-bud,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/46388682__big_boy.jpg?v=1766351274,3,Big Bud,,,,,,
big-bud,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/7e451dd9__bud-boom.jpg?v=1766351404,4,Big Bud,,,,,,
big-bud,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/33082cbe__bud_boom.jpg?v=1766351408,5,Big Bud,,,,,,
big-bud-bloom-booster-1-lt,Big Bud Bloom Booster (1 lt),"<p>Big Bud Bloom Booster (1 lt) is a professional-grade plant nutrient for hydroponic and soil growing. Made by H Moon Hydro, this formula delivers essential elements for optimal plant growth. Compatible with all growing media.</p>",Big Bud,,nutrients,"catalog_index; nutrients, brand:Advanced Nutrients",TRUE,Size,1 L,,,,,hmh01026,1361,shopify,0,continue,manual,45.62,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,1,Big Bud Bloom Booster (1 lt),FALSE,Big Bud Bloom Booster (1 lt),,lb,,active
big-bud-bloom-booster-powder,Big Bud Bloom Booster ( powder),"Big Bud Bloom Booster ( powder) by Big Bud is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Big Bud,,nutrients,"catalog_index; nutrients, brand:Advanced Nutrients",TRUE,Size,130 g,,,,,hmh01024,454,shopify,0,continue,manual,26.76,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,Big Bud Bloom Booster ( powder),FALSE,Big Bud Bloom Booster ( powder),,lb,,active
big-bud-bloom-booster-powder,,,,,,,TRUE,Size,500 g,,,,,hmh01025,907,shopify,0,continue,manual,98.12,,TRUE,TRUE,,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBigBudLiquid.jpg,,,FALSE,,,lb,,active
big-mama-8-in-x-8-in-x-8-1-pi,Big Mama 8 in x 8 in x 8 1 pi,"Big Mama 8 in x 8 in x 8 1 pi by BFG is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",BFG,,grow_media,"growing medium, grow_media, brand:BFG",TRUE,Size,8 inch,,,,,2263,0,shopify,50,deny,manual,8.95,,TRUE,TRUE,0856372001486,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/46388682__big_boy.jpg?v=1766351274,1,Big Mama 8 in x 8 in x 8 1 pi,FALSE,Big Mama 8 in x 8 in x 8 1 pi,,lb,5.95,active
big-mama-8-in-x-8-in-x-8-1-pi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/dac33e76__GRD286616biggg-mama-100x100_jpg.webp?v=1766353283,2,Big Mama 8 in x 8 in x 8 1 pi,,,,,,
big-mama-8-in-x-8-in-x-8-1-pi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/5bb8f590__GRD286616biggg-mama-200x200_jpg.webp?v=1766353285,3,Big Mama 8 in x 8 in x 8 1 pi,,,,,,
big-mama-8-in-x-8-in-x-8-1-pi,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/13586fb8__GRD286616biggg-mama.jpg?v=1766353288,4,Big Mama 8 in x 8 in x 8 1 pi,,,,,,
bloom-grease-canna,Bloom GREASE canna,"Bloom GREASE canna by GEASE is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",GEASE,,Nutrients,nutrients,TRUE,Size,500 ml,,,,,3649,0,shopify,9,deny,manual,62.00,,TRUE,TRUE,0850018214216,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/a903a390__Atlas-Seed-Grease-Gun-7.webp?v=1766353437,1,Bloom GREASE canna,FALSE,Bloom GREASE canna,,lb,28.00,active
bloom-grease-canna,,,,,,,TRUE,Size,1000 ml,,,,,3650,0,shopify,12,deny,manual,106.00,,TRUE,TRUE,0850018214209,,,,FALSE,,,lb,48.00,active
blossom-builder,Blossom Builder,"Blossom Builder by Nickel City Wholesale Garden Supply is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Nickel City Wholesale Garden Supply,,nutrients,"nutrients, catalog_index; nutrients, brand:Unknown",TRUE,Size,100 ml,,,,,2401,205931,shopify,1,deny,manual,19.55,,TRUE,TRUE,0666884701619,https://hmoonhydro.com/wp-content/uploads/2019/08/Blossom-Builder-3-sizes-family-line-up.jpg,,Blossom Builder,FALSE,Blossom Builder,,lb,10.30,active
blossom-builder,,,,,,,TRUE,Size,1 oz,,,,,2402,205931,shopify,2,deny,manual,45.64,,TRUE,TRUE,0666884701633,https://hmoonhydro.com/wp-content/uploads/2019/08/Blossom-Builder-3-sizes-family-line-up.jpg,,,FALSE,,,lb,25.28,active
bud-blood,Bud Blood,"Bud Blood by Advanced Nutrients is a quality hydroponics product designed for serious growers. Part of the growing supplies category, this product delivers reliable performance for indoor and hydroponic cultivation.",Advanced Nutrients,,nutrients,"nutrients, catalog_index; nutrients, brand:Advanced Nutrients",TRUE,Size,40 G,,,,,245,0,shopify,1,deny,manual,23.99,,TRUE,TRUE,0845268000269,https://www.advancednutrients.com/wp-content/uploads/2022/07/Advanced-Nutrients-Bud-Blood-1L.png,,Bud Blood,FALSE,Bud Blood,,lb,11.89,active
