handle,title,issue_type,severity,field,current_value,suggested_action
mechanical-timers,Mechanical Timers,missing_price,major,price,,Add price from inventory or set draft status
mechanical-timers,Mechanical Timers,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
mechanical-timers,Mechanical Timers,missing_images,minor,images,,Add product images
mechanical-timers,Mechanical Timers,missing_description,minor,description,,Add product description
mechanical-timers,Mechanical Timers,missing_sku,info,sku,,Will be auto-generated if needed
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,missing_price,major,price,,Add price from inventory or set draft status
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,missing_images,minor,images,,Add product images
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,missing_description,minor,description,,Add product description
cst-1p-timer-frequency-duration,CST-1(P) Timer / frequency & duration,missing_sku,info,sku,,Will be auto-generated if needed
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,missing_price,major,price,,Add price from inventory or set draft status
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,missing_images,minor,images,,Add product images
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,missing_description,minor,description,,Add product description
24-dt-1-24-hour-clock-timer,24-DT-1 -- 24 Hour Clock Timer,missing_sku,info,sku,,Will be auto-generated if needed
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,missing_price,major,price,,Add price from inventory or set draft status
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,missing_images,minor,images,,Add product images
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,missing_description,minor,description,,Add product description
thermostatically-controlled-centrifugal-fans,Thermostatically Controlled Centrifugal Fans,missing_sku,info,sku,,Will be auto-generated if needed
digital-timers,Digital Timers,missing_price,major,price,,Add price from inventory or set draft status
digital-timers,Digital Timers,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
digital-timers,Digital Timers,missing_images,minor,images,,Add product images
digital-timers,Digital Timers,missing_description,minor,description,,Add product description
digital-timers,Digital Timers,missing_sku,info,sku,,Will be auto-generated if needed
uno-8-big-boy-a-c-reflector,"UNO 8"" Big Boy A/C Reflector",missing_price,major,price,,Add price from inventory or set draft status
uno-8-big-boy-a-c-reflector,"UNO 8"" Big Boy A/C Reflector",missing_description,minor,description,,Add product description
uno-8-big-boy-a-c-reflector,"UNO 8"" Big Boy A/C Reflector",missing_price,major,price,,Add price from inventory or set draft status
uno-8-big-boy-a-c-reflector,"UNO 8"" Big Boy A/C Reflector",missing_description,minor,description,,Add product description
sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,missing_description,minor,description,,Add product description
sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,missing_description,minor,description,,Add product description
panda-double-ended-reflector-medium,Panda-Double Ended Reflector- Medium,missing_images,minor,images,,Add product images
panda-double-ended-reflector-medium,Panda-Double Ended Reflector- Medium,missing_description,minor,description,,Add product description
light-rail-5-motor-crossbar-8-rail,"Light Rail 5 Motor, Crossbar, 8' rail",missing_description,minor,description,,Add product description
light-rail-5-4ft-auxilary-rail,Light Rail 5 4ft auxilary rail,missing_description,minor,description,,Add product description
light-rail-5-crossbar-mounting-kit,Light Rail 5 Crossbar Mounting Kit,missing_description,minor,description,,Add product description
basic-600w-hps-ballast,Basic 600w HPS Ballast,missing_description,minor,description,,Add product description
basic-600w-hps-ballast,Basic 600w HPS Ballast,unknown_brand,major,brand,Unknown,Identify brand from title or set to H Moon Hydro
basic-600w-hps-ballast,Basic 600w HPS Ballast,missing_description,minor,description,,Add product description
8-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",missing_description,minor,description,,Add product description
8-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",missing_description,minor,description,,Add product description
6-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",missing_description,minor,description,,Add product description
6-in-cool-tube-with-reflector-socket-w-15-ft-cord-24-long,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",missing_description,minor,description,,Add product description
240v-20ft-power-cords,240V 20ft. Power Cords,missing_description,minor,description,,Add product description
240-volt-power-cord-8-ft,240 Volt Power cord 8 ft .,missing_description,minor,description,,Add product description
10ft-lamp-extention-power-cord,10ft. lamp Extention Power cord,missing_description,minor,description,,Add product description
ac-infinity-controller-ai-environmental-controller,AC Infinity/CONTROLLER AI+ Environmental Controller,missing_sku,info,sku,,Will be auto-generated if needed
all-mesh-extraction-bags-3-bag-kit,All Mesh Extraction Bags - 3 Bag Kit,missing_images,minor,images,,Add product images
all-mesh-extraction-bags-3-bag-kit,All Mesh Extraction Bags - 3 Bag Kit,missing_description,minor,description,,Add product description
aphrodites-extraction-gallon,Aphrodite's Extraction Gallon,missing_images,minor,images,,Add product images
aphrodites-extraction-gallon,Aphrodite's Extraction Gallon,missing_description,minor,description,,Add product description
aphrodites-extraction-quart,Aphrodite's Extraction Quart,missing_images,minor,images,,Add product images
aphrodites-extraction-quart,Aphrodite's Extraction Quart,missing_description,minor,description,,Add product description
(empty),Eye Hortilux e-Start Metal Halide  1000Watt,missing_handle,critical,handle,,Generate handle from title
,Eye Hortilux e-Start Metal Halide  1000Watt,missing_price,major,price,,Add price from inventory or set draft status
,Eye Hortilux e-Start Metal Halide  1000Watt,missing_images,minor,images,,Add product images
,Eye Hortilux e-Start Metal Halide  1000Watt,missing_description,minor,description,,Add product description
,Eye Hortilux e-Start Metal Halide  1000Watt,missing_sku,info,sku,,Will be auto-generated if needed
(empty),Eye Hortilux e-Start Metal Halide Lamps,missing_handle,critical,handle,,Generate handle from title
,Eye Hortilux e-Start Metal Halide Lamps,missing_price,major,price,,Add price from inventory or set draft status
,Eye Hortilux e-Start Metal Halide Lamps,missing_images,minor,images,,Add product images
,Eye Hortilux e-Start Metal Halide Lamps,missing_description,minor,description,,Add product description
,Eye Hortilux e-Start Metal Halide Lamps,missing_sku,info,sku,,Will be auto-generated if needed
(empty),Eye Hortilux® LU 1000 DE/HTL Double-Ended,missing_handle,critical,handle,,Generate handle from title
,Eye Hortilux® LU 1000 DE/HTL Double-Ended,missing_price,major,price,,Add price from inventory or set draft status
,Eye Hortilux® LU 1000 DE/HTL Double-Ended,missing_images,minor,images,,Add product images
,Eye Hortilux® LU 1000 DE/HTL Double-Ended,missing_description,minor,description,,Add product description
,Eye Hortilux® LU 1000 DE/HTL Double-Ended,missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 1000W. MH Conversion 110,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 1000W. MH Conversion 110,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 1000W. MH Conversion 110,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 1000W. MH Conversion 110,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 1000W. MH Conversion 110,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 1000W. MH High Output 120,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 1000W. MH High Output 120,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 1000W. MH High Output 120,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 1000W. MH High Output 120,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 1000W. MH High Output 120,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 150W. HPS High Output 16,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 150W. HPS High Output 16,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 150W. HPS High Output 16,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 150W. HPS High Output 16,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 150W. HPS High Output 16,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 220W. HPS Conversion 25,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 220W. HPS Conversion 25,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 220W. HPS Conversion 25,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 220W. HPS Conversion 25,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 220W. HPS Conversion 25,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),Plantmax 250W. MH Conversion,missing_handle,critical,handle,,Generate handle from title
,Plantmax 250W. MH Conversion,missing_price,major,price,,Add price from inventory or set draft status
,Plantmax 250W. MH Conversion,missing_images,minor,images,,Add product images
,Plantmax 250W. MH Conversion,missing_description,minor,description,,Add product description
,Plantmax 250W. MH Conversion,missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 360W. HPS Conversion 45,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 360W. HPS Conversion 45,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 360W. HPS Conversion 45,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 360W. HPS Conversion 45,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 360W. HPS Conversion 45,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 400W. MH Conversion 36,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 400W. MH Conversion 36,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 400W. MH Conversion 36,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 400W. MH Conversion 36,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 400W. MH Conversion 36,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 600W. HPS High Output 90,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 600W. HPS High Output 90,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 600W. HPS High Output 90,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 600W. HPS High Output 90,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 600W. HPS High Output 90,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"Plantmax 600W. MH Conversion 57,000 lumens",missing_handle,critical,handle,,Generate handle from title
,"Plantmax 600W. MH Conversion 57,000 lumens",missing_price,major,price,,Add price from inventory or set draft status
,"Plantmax 600W. MH Conversion 57,000 lumens",missing_images,minor,images,,Add product images
,"Plantmax 600W. MH Conversion 57,000 lumens",missing_description,minor,description,,Add product description
,"Plantmax 600W. MH Conversion 57,000 lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"SolarMax 1000W. HPS w/ 147,000 Lumens",missing_handle,critical,handle,,Generate handle from title
,"SolarMax 1000W. HPS w/ 147,000 Lumens",missing_price,major,price,,Add price from inventory or set draft status
,"SolarMax 1000W. HPS w/ 147,000 Lumens",missing_images,minor,images,,Add product images
,"SolarMax 1000W. HPS w/ 147,000 Lumens",missing_description,minor,description,,Add product description
,"SolarMax 1000W. HPS w/ 147,000 Lumens",missing_sku,info,sku,,Will be auto-generated if needed
(empty),"SolarMax 400W. HPS W/ 55,000 Lumens",missing_handle,critical,handle,,Generate handle from title
,"SolarMax 400W. HPS W/ 55,000 Lumens",missing_price,major,price,,Add price from inventory or set draft status
,"SolarMax 400W. HPS W/ 55,000 Lumens",missing_images,minor,images,,Add product images
,"SolarMax 400W. HPS W/ 55,000 Lumens",missing_description,minor,description,,Add product description
,"SolarMax 400W. HPS W/ 55,000 Lumens",missing_sku,info,sku,,Will be auto-generated if needed
