Handle,Title,SKU,Price,Inventory_Qty,Status
38-special-75-15-od-29-5-high-8-flange-size-600-cfm,"38 Special 75, 15"" OD, 29.5"" High, 8"" flange size, 600 CFM",hmh00691,204.43,0,active
4-light-timer-240-v,4 Light timer (240 V.),hmh00935,400.0,0,active
38-special-100-15-od-39-4-high-8-flange-size-840-cfm,"38 Special 100, 15"" OD, 39.4"" High, 8"" flange size, 840 CFM",hmh00692,250.0,0,active
38-special-50-15-od-26-high-6-flange-size-420-cfm,"38 Special 50, 15"" OD, 26"" High, 6"" flange size, 420 CFM",hmh00690,150.0,0,active
4-76-gallon-bucket-no-handle,4.76 Gallon Bucket - No Handle,hmh00833,7.95,0,active
4-in-site-plug-case-of-10,4 in. Site Plug (case of 10),hmh00846,21.3,0,active
4-light-timer-120-v,4 Light Timer (120 V.),hmh00934,335.0,0,active
4-in-x-25-ft-flexible-duct-w-2-clamps-included,4 in. x 25 ft flexible duct w/ 2 clamps included,hmh00798,19.95,0,active
315-chm-4k-greenpower-luminaires,315 CHM 4K GREENPOWER LUMINAIRES,hmh01708,89.0,0,active
4-in-air-cooled-fittings-2-pk,4 in. Air Cooled Fittings (2/pk),hmh00522,17.95,0,active
4-ft-laser-drilled-sprayline,4 ft laser Drilled Sprayline,hmh00491,9.72,0,active
4-in-hose-clamps,4 in. hose clamps,hmh00803,1.6,0,active
315-chm-3k-greenpower-luminaires,315 CHM 3K GREENPOWER LUMINAIRES,hmh01717,89.0,0,active
3-8-in-tubing-blue-500-ft-roll,3/8 in. TUBING BLUE (500 FT. ROLL),hmh00944,155.0,0,active
3-8-in-tubing-white-500-ft-roll,3/8 in. TUBING WHITE (500 FT. ROLL),hmh00943,155.0,0,active
2mm-thick-100-mylar-roll,2mm Thick 100' Mylar Roll,hmh00927,88.95,0,active
3-in-net-pot-case-of-100,3 in. Net-Pot (case of 100),hmh00842,56.0,0,active
2mm-thick-50-mylar-roll,2mm Thick 50' Mylar Roll,hmh00926,48.95,0,active
3-ft-extender-rail-a-3-foot-section-of-rail-to-extend-a-6-ft-section-into-a-9-ft,3 ft extender rail- A 3 foot section of rail to extend a 6 ft section into a 9 ft,hmh00902,31.95,0,active
240v-lec-emitting-ceramic-fixture-630-light,240V.LEC®Emitting Ceramic® Fixture 630 Light,hmh01595,250.0,0,active
3-75-mesh-basket,3.75 Mesh Basket,hmh00834,0.33,0,active
240v-240v-4-light-switcher,240V - 240V 4 Light Switcher,hmh01122,173.5,0,active
240v-20ft-power-cords,240V 20ft. Power Cords,hmh01782,29.95,0,active
3-pack-1-5-v-batteries-for-hm-digital-meters,3-pack 1.5 V batteries for HM Digital Meters,hmh00997,8.95,0,active
25-ft-diamond-silver-white-film,25 ft. Diamond Silver White Film,hmh01539,46.95,0,active
2mm-thick-25-mylar-roll,2mm Thick 25' Mylar Roll,hmh01297,30.95,0,active
25-ft-black-white-panda-film-poly,25 ft.Black & White Panda Film (poly),hmh01542,30.8,0,active
240v-120v-4-light-switcher,240V - 120v 4 Light Switcher,hmh01121,145.0,0,active
240-volt-power-cord-8-ft,240 Volt Power cord 8 ft .,hmh00512,9.95,0,active
24-hour-timer-w-cooling-thermostat,24 Hour Timer w/cooling thermostat,hmh00932,255.0,0,active
1mm-thick-100-mylar-roll,1mm Thick 100' Mylar Roll,hmh00925,58.95,0,active
18-max-fan-3490-cfm,"18"" Max-Fan, 3490 CFM",hmh01325,800.0,0,active
20-can-filter-flange-max,"20"" Can Filter Flange Max",hmh00731,45.0,0,active
2-heavy-duty-neoprene-collars-case-of-200,"2"" heavy duty neoprene collars (case of 200)",hmh00567,90.0,0,active
2-heavy-duty-neoprene-collars-case-of-200,,,0.0,0,
2-nanotech-reflector-for-sunblaster-t5,2' Nanotech Reflector for Sunblaster T5,hmh01478,14.95,0,active
2-in-site-plug-case-of-20,2 in. Site Plug (case of 20),hmh00844,10.6,0,active
22-5-x-18-storage-bag,"22.5"" x 18"" Storage Bag",hmh01333,2.95,0,active
2-sunblaster-t5-combo-6400k-2232-lumens,2' Sunblaster T5 Combo 6400k (2232 Lumens),hmh01481,40.5,0,active
1mm-thick-25-mylar-roll,1mm Thick 25' Mylar Roll,hmh00923,20.95,0,active
1mm-thick-50-mylar-roll,1mm Thick 50' Mylar Roll,hmh00924,30.95,0,active
18-can-duct-3-ply-premium-ducting-w-clamps,"18"" Can-Duct 3-ply Premium Ducting w/ Clamps",hmh01331,111.14,0,active
24-hour-clock-timers,24 Hour Clock Timers,hmh00933,184.0,0,active
18-can-filter-flange-max,"18"" Can Filter Flange Max",hmh00730,41.66,0,active
16-can-duct-3-ply-premium-ducting-w-clamps,"16"" Can-Duct 3-ply Premium Ducting w/ clamps",hmh01330,88.9,0,active
16-max-fan-2436-cfm,"16"" Max-Fan, 2436 CFM",hmh00810,499.0,0,active
12-in-hose-clamps,12 in. hose clamps,hmh01327,4.0,0,active
12-flange,"12"" Flange",hmh00743,28.8,0,active
16-can-filter-flange-max,"16"" Can Filter Flange Max",hmh00729,38.33,0,active
14-can-duct-premium-3-ply-ducting-w-clamps,"14"" Can-Duct Premium 3-ply Ducting w/ clamps",hmh01329,66.68,0,active
14-max-fan-1823-cfm,"14"" Max-Fan, 1823 CFM",hmh00809,398.0,0,active
1500-ppm-calibration-solution-8-oz,1500 ppm Calibration Solution 8 oz.,hmh00993,8.66,0,active
120v-120v-4-light-switcher,120V - 120V 4 Light Switcher,hmh01120,148.0,0,active
14-can-filter-flange-max,"14"" Can Filter Flange Max",hmh00728,29.0,0,active
12-max-fan-1709-cfm,"12"" Max-Fan, 1709 CFM",hmh00808,299.0,0,active
12-can-filter-flange,"12"" CAN Filter Flange",hmh00727,21.11,0,active
12-x-18-x-3-storage-bag-ziploc,"12"" x 18"" x 3"" Storage Bag (ziploc)",hmh01334,2.59,0,active
12-in-x-25-ft-flexible-duct-w-2-clamps-included,12 in. x 25 ft flexible duct w/ 2 clamps included,hmh00802,46.95,0,active
100-ft-black-white-panda-film-poly,100 ft. Black & White Panda Film (poly),hmh01544,100.5,0,active
10ft-lamp-extention-power-cord,10ft. lamp Extention Power cord,hmh01783,14.95,0,active
10a-240v-w-battery-backup,10A 240V w/battery backup,hmh00937,400.0,0,active
12-in-backdraft-damper,12 in. Backdraft Damper,hmh00786,56.95,0,active
10-flange,"10"" Flange",hmh00742,28.8,0,active
10-in-x-25-ft-flexible-duct-w-2-clamps-included,10 in. x 25 ft flexible duct w/ 2 clamps included,hmh00801,36.95,0,active
10-can-filter-flange,"10"" CAN Filter Flange",hmh00726,16.67,0,active
10-in-backdraft-damper,10 in. Backdraft Damper,hmh00785,46.5,0,active
10-x-10-x-10-y-connector,"10"" X 10"" X 10"" ""Y"" Connector",hmh00814,33.29,0,active
10-in-bucket-basket,10 in. Bucket Basket,hmh00832,5.1,0,active
10a-120v-w-battery-backup,10A 120V w/battery backup,hmh00936,335.0,0,active
10-max-fan-1023-cfm,"10"" Max-Fan, 1023 CFM",hmh00807,199.0,0,active
100-ft-diamond-silver-white-film,100 ft. Diamond Silver White Film,hmh01541,162.0,0,active
10-in-hose-clamps,10 in. hose clamps,hmh01326,2.8,0,active
1000-w-hps-alto-agrolite-xt-140000-lumens,1000 W HPS Alto Agrolite XT 140000 lumens,hmh00855,99.95,0,active
1-2-in-tubing-neutral-250-ft-roll,1/2 in. TUBING NEUTRAL (250 FT. ROLL),hmh00945,130.0,0,active
1-2-fill-drain-fitting-bag-of-10,"1/2"" Fill & Drain Fitting (Bag of 10)",hmh00837,15.9,0,active
1-2-in-tee-barbed-bag-of-50,1/2 in. Tee Barbed (bag of 50),hmh00828,27.5,0,active
1-2-grommet-bag-of-25,"1/2"" Grommet (bag of 25)",hmh00822,17.0,0,active
dutch-lighting-innovations-joule-series-1000w-de-120v-240v,“Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V,,450.0,0,active
1-grommet-bag-of-10,"1"" Grommet (bag of 10)",hmh00823,19.0,0,active
1-1-4-drain-overflow-tube,"1 1/4"" drain overflow tube",hmh00620,4.13,0,active
1-4-in-qc-stealth-small-boy,1/4 in. QC -STEALTH & SMALL BOY,hmh00947,19.0,0,active
1-1-4-reservoir-filter,"1 1/4"" reservoir filter",hmh00621,7.59,0,active
1-2-in-straight-barbed-bag-of-50,1/2 in. Straight Barbed (bag of 50),hmh00829,27.5,0,active
1-1-4-grommet-bag-of-10,"1 1/4"" Grommet (bag of 10)",hmh00824,22.0,0,active
1-4-in-tubing-blue-500-ft-roll,1/4 in. TUBING BLUE (500 FT. ROLL),hmh00941,105.0,0,active
1-2-in-elbow-barbed-bag-of-50,1/2 in. Elbow Barbed (bag of 50),hmh00827,31.5,0,active
1-4-in-tubing-black-500-ft-roll,1/4 in. TUBING BLACK (500 FT. ROLL),hmh00942,105.0,0,active
